Player,Season,League,GP,G,A,PTS,PIM,+/-
William Eklund,,AHL,54.0,17.0,24.0,41.0,43.0,-12.0
William Eklund,,Swe-Jr,44.0,13.0,26.0,39.0,28.0,13.0
William Eklund,,SweHL,89.0,12.0,27.0,39.0,10.0,-11.0
William Eklund,2021-22,NHL,9.0,0.0,4.0,4.0,2.0,-3.0
William Eklund,2022-23,NHL,8.0,2.0,1.0,3.0,6.0,-5.0
William Eklund,2023-24,NHL,80.0,16.0,29.0,45.0,30.0,-45.0
William Lagesson,,AHL,103.0,11.0,28.0,39.0,72.0,21.0
William Lagesson,,H-East,63.0,4.0,11.0,15.0,54.0,-12.0
William Lagesson,,Swe-1,14.0,3.0,9.0,12.0,12.0,6.0
William Lagesson,,Swe-Jr,50.0,8.0,12.0,20.0,30.0,31.0
William Lagesson,,SweHL,49.0,1.0,12.0,13.0,30.0,13.0
William Lagesson,,USHL,52.0,2.0,14.0,16.0,79.0,18.0
William Lagesson,2019-20,NHL,8.0,0.0,0.0,0.0,0.0,-4.0
William Lagesson,2020-21,NHL,19.0,0.0,2.0,2.0,9.0,0.0
William Lagesson,2021-22,NHL,30.0,0.0,4.0,4.0,13.0,1.0
William Lagesson,2021-22,NHL,3.0,0.0,1.0,1.0,0.0,2.0
William Nylander,,AHL,75.0,32.0,45.0,77.0,14.0,15.0
William Nylander,,Swe-1,43.0,19.0,14.0,33.0,18.0,4.0
William Nylander,,Swe-Jr,38.0,16.0,34.0,50.0,20.0,5.0
William Nylander,,SweHL,43.0,9.0,18.0,27.0,12.0,0.0
William Nylander,2015-16,NHL,22.0,6.0,7.0,13.0,4.0,1.0
William Nylander,2016-17,NHL,81.0,22.0,39.0,61.0,32.0,-3.0
William Nylander,2017-18,NHL,82.0,20.0,41.0,61.0,10.0,20.0
Wyatt Johnston,,OHL,121.0,58.0,96.0,154.0,34.0,43.0
Wyatt Johnston,2022-23,NHL,82.0,24.0,17.0,41.0,20.0,6.0
Wyatt Johnston,2023-24,NHL,82.0,32.0,33.0,65.0,38.0,14.0
Wyatt Johnston,2024-25,NHL,55.0,16.0,31.0,47.0,12.0,12.0
Wyatt Kaiser,,AHL,52.0,4.0,17.0,21.0,48.0,1.0
Wyatt Kaiser,,NCHC,97.0,7.0,45.0,52.0,120.0,5.0
Wyatt Kaiser,,USHL,11.0,0.0,3.0,3.0,6.0,1.0
Wyatt Kaiser,2022-23,NHL,9.0,0.0,3.0,3.0,4.0,-4.0
Wyatt Kaiser,2023-24,NHL,32.0,0.0,7.0,7.0,22.0,0.0
Wyatt Kaiser,2024-25,NHL,35.0,1.0,2.0,3.0,14.0,-3.0
Yakov Trenin,,AHL,155.0,40.0,47.0,87.0,86.0,43.0
Yakov Trenin,,KHL,21.0,4.0,3.0,7.0,10.0,5.0
Yakov Trenin,,QMJHL,169.0,74.0,121.0,195.0,174.0,55.0
Yakov Trenin,,Rus-MHL,22.0,7.0,7.0,14.0,17.0,8.0
Yakov Trenin,2019-20,NHL,21.0,2.0,4.0,6.0,9.0,1.0
Yakov Trenin,2020-21,NHL,45.0,5.0,6.0,11.0,22.0,4.0
Yakov Trenin,2021-22,NHL,80.0,17.0,7.0,24.0,46.0,7.0
Yanni Gourde,,AHL,298.0,80.0,118.0,198.0,240.0,18.0
Yanni Gourde,,ECHL,38.0,19.0,25.0,44.0,28.0,10.0
Yanni Gourde,,QMJHL,199.0,74.0,147.0,221.0,154.0,74.0
Yanni Gourde,2015-16,NHL,2.0,0.0,1.0,1.0,2.0,1.0
Yanni Gourde,2016-17,NHL,20.0,6.0,2.0,8.0,8.0,-1.0
Yanni Gourde,2017-18,NHL,82.0,25.0,39.0,64.0,50.0,34.0
Yegor Chinakhov,,AHL,11.0,7.0,6.0,13.0,2.0,4.0
Yegor Chinakhov,,KHL,32.0,10.0,7.0,17.0,6.0,-2.0
Yegor Chinakhov,,Rus-MHL,97.0,36.0,54.0,90.0,22.0,52.0
Yegor Chinakhov,,Rus-VHL,2.0,2.0,1.0,3.0,0.0,3.0
Yegor Chinakhov,2021-22,NHL,62.0,7.0,7.0,14.0,16.0,-27.0
Yegor Chinakhov,2022-23,NHL,30.0,4.0,9.0,13.0,10.0,-6.0
Yegor Chinakhov,2023-24,NHL,53.0,16.0,13.0,29.0,6.0,-3.0
Yegor Sharangovich,,AHL,125.0,19.0,23.0,42.0,18.0,-4.0
Yegor Sharangovich,,KHL,81.0,21.0,15.0,36.0,53.0,6.0
Yegor Sharangovich,,Rus-MHL,30.0,6.0,6.0,12.0,15.0,-25.0
Yegor Sharangovich,2020-21,NHL,54.0,16.0,14.0,30.0,4.0,-4.0
Yegor Sharangovich,2021-22,NHL,76.0,24.0,22.0,46.0,23.0,-14.0
Yegor Sharangovich,2022-23,NHL,75.0,13.0,17.0,30.0,16.0,-3.0
Zach Bogosian,,AHL,5.0,1.0,0.0,1.0,0.0,-5.0
Zach Bogosian,,OHL,127.0,18.0,76.0,94.0,135.0,2.0
Zach Bogosian,2008-09,NHL,47.0,9.0,10.0,19.0,47.0,11.0
Zach Bogosian,2009-10,NHL,81.0,10.0,13.0,23.0,61.0,-18.0
Zach Bogosian,2010-11,NHL,71.0,5.0,12.0,17.0,29.0,-27.0
Zach Hyman,,AHL,59.0,15.0,22.0,37.0,24.0,31.0
Zach Hyman,,Big-10,72.0,29.0,42.0,71.0,22.0,24.0
Zach Hyman,,CCHA,79.0,6.0,12.0,18.0,20.0,0.0
Zach Hyman,,OJHL,141.0,90.0,124.0,214.0,78.0,17.0
Zach Hyman,2015-16,NHL,16.0,4.0,2.0,6.0,18.0,0.0
Zach Hyman,2016-17,NHL,82.0,10.0,18.0,28.0,30.0,2.0
Zach Hyman,2017-18,NHL,82.0,15.0,25.0,40.0,37.0,22.0
Zach Werenski,,AHL,7.0,1.0,0.0,1.0,0.0,2.0
Zach Werenski,,Big-10,71.0,20.0,41.0,61.0,28.0,14.0
Zach Werenski,,USHL,35.0,6.0,13.0,19.0,17.0,-4.0
Zach Werenski,2016-17,NHL,78.0,11.0,36.0,47.0,14.0,17.0
Zach Werenski,2017-18,NHL,77.0,16.0,21.0,37.0,16.0,8.0
Zach Werenski,2018-19,NHL,82.0,11.0,33.0,44.0,18.0,-12.0
Zach Whitecloud,,AHL,109.0,8.0,27.0,35.0,70.0,30.0
Zach Whitecloud,,MJHL,118.0,9.0,41.0,50.0,147.0,0.0
Zach Whitecloud,,WCHA,77.0,7.0,29.0,36.0,49.0,-1.0
Zach Whitecloud,2017-18,NHL,1.0,0.0,0.0,0.0,0.0,3.0
Zach Whitecloud,2019-20,NHL,16.0,0.0,1.0,1.0,4.0,3.0
Zachary Aston-Reese,,AHL,62.0,18.0,28.0,46.0,74.0,26.0
Zachary Aston-Reese,,AtJHL,25.0,9.0,20.0,29.0,65.0,0.0
Zachary Aston-Reese,,H-East,145.0,66.0,82.0,148.0,182.0,40.0
Zachary Aston-Reese,,USHL,140.0,16.0,34.0,50.0,188.0,12.0
Zachary Aston-Reese,2017-18,NHL,16.0,4.0,2.0,6.0,2.0,2.0
Zachary Aston-Reese,2018-19,NHL,43.0,8.0,9.0,17.0,26.0,12.0
Zachary Aston-Reese,2019-20,NHL,57.0,6.0,7.0,13.0,28.0,6.0
Zack MacEwen,,AHL,155.0,37.0,59.0,96.0,156.0,-39.0
Zack MacEwen,,MHL,96.0,38.0,28.0,66.0,138.0,0.0
Zack MacEwen,,QMJHL,141.0,42.0,74.0,116.0,152.0,-7.0
Zack MacEwen,2018-19,NHL,4.0,0.0,1.0,1.0,5.0,-4.0
Zack MacEwen,2019-20,NHL,17.0,5.0,1.0,6.0,20.0,6.0
Zack MacEwen,2020-21,NHL,34.0,1.0,1.0,2.0,44.0,-2.0
Zemgus Girgensons,,AHL,61.0,6.0,11.0,17.0,28.0,-7.0
Zemgus Girgensons,,EJHL,23.0,11.0,17.0,28.0,13.0,0.0
Zemgus Girgensons,,USHL,100.0,45.0,59.0,104.0,115.0,24.0
Zemgus Girgensons,2013-14,NHL,70.0,8.0,14.0,22.0,14.0,-6.0
Zemgus Girgensons,2014-15,NHL,61.0,15.0,15.0,30.0,25.0,-16.0
Zemgus Girgensons,2015-16,NHL,71.0,7.0,11.0,18.0,20.0,0.0
